,START_DATE,SIMULATION_START_DATE,XTIME units base,time[1],time[-1]
wrfout_d02_2011-05-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/8/11 00:00,5/8/11 23:00
wrfout_d02_2011-05-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/9/11 00:00,5/9/11 23:00
wrfout_d02_2011-05-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/10/11 00:00,5/10/11 23:00
wrfout_d02_2011-05-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/11/11 00:00,5/11/11 23:00
wrfout_d02_2011-05-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/12/11 00:00,5/12/11 23:00
wrfout_d02_2011-05-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/13/11 00:00,5/13/11 23:00
wrfout_d02_2011-05-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/14/11 00:00,5/14/11 23:00
wrfout_d02_2011-05-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/15/11 00:00,5/15/11 23:00
wrfout_d02_2011-05-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/16/11 00:00,5/16/11 23:00
wrfout_d02_2011-05-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/17/11 00:00,5/17/11 23:00
wrfout_d02_2011-05-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/18/11 00:00,5/18/11 23:00
wrfout_d02_2011-05-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/19/11 00:00,5/19/11 23:00
wrfout_d02_2011-05-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/20/11 00:00,5/20/11 23:00
wrfout_d02_2011-05-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/21/11 00:00,5/21/11 23:00
wrfout_d02_2011-05-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/22/11 00:00,5/22/11 23:00
wrfout_d02_2011-05-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/23/11 00:00,5/23/11 23:00
wrfout_d02_2011-05-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/24/11 00:00,5/24/11 23:00
wrfout_d02_2011-05-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/25/11 00:00,5/25/11 23:00
wrfout_d02_2011-05-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/26/11 00:00,5/26/11 23:00
wrfout_d02_2011-05-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/27/11 00:00,5/27/11 23:00
wrfout_d02_2011-05-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/28/11 00:00,5/28/11 23:00
wrfout_d02_2011-05-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/29/11 00:00,5/29/11 23:00
wrfout_d02_2011-05-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/30/11 00:00,5/30/11 23:00
wrfout_d02_2011-05-31_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,5/31/11 00:00,5/31/11 23:00
wrfout_d02_2011-06-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/1/11 00:00,6/1/11 23:00
wrfout_d02_2011-06-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/2/11 00:00,6/2/11 23:00
wrfout_d02_2011-06-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/3/11 00:00,6/3/11 23:00
wrfout_d02_2011-06-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/4/11 00:00,6/4/11 23:00
wrfout_d02_2011-06-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/5/11 00:00,6/5/11 23:00
wrfout_d02_2011-06-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/6/11 00:00,6/6/11 23:00
wrfout_d02_2011-06-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/7/11 00:00,6/7/11 23:00
wrfout_d02_2011-06-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/8/11 00:00,6/8/11 23:00
wrfout_d02_2011-06-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/9/11 00:00,6/9/11 23:00
wrfout_d02_2011-06-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/10/11 00:00,6/10/11 23:00
wrfout_d02_2011-06-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/11/11 00:00,6/11/11 23:00
wrfout_d02_2011-06-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/12/11 00:00,6/12/11 23:00
wrfout_d02_2011-06-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/13/11 00:00,6/13/11 23:00
wrfout_d02_2011-06-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/14/11 00:00,6/14/11 23:00
wrfout_d02_2011-06-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/15/11 00:00,6/15/11 23:00
wrfout_d02_2011-06-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/16/11 00:00,6/16/11 23:00
wrfout_d02_2011-06-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/17/11 00:00,6/17/11 23:00
wrfout_d02_2011-06-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/18/11 00:00,6/18/11 23:00
wrfout_d02_2011-06-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/19/11 00:00,6/19/11 23:00
wrfout_d02_2011-06-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/20/11 00:00,6/20/11 23:00
wrfout_d02_2011-06-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/21/11 00:00,6/21/11 23:00
wrfout_d02_2011-06-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/22/11 00:00,6/22/11 23:00
wrfout_d02_2011-06-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/23/11 00:00,6/23/11 23:00
wrfout_d02_2011-06-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/24/11 00:00,6/24/11 23:00
wrfout_d02_2011-06-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/25/11 00:00,6/25/11 23:00
wrfout_d02_2011-06-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/26/11 00:00,6/26/11 23:00
wrfout_d02_2011-06-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/27/11 00:00,6/27/11 23:00
wrfout_d02_2011-06-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/28/11 00:00,6/28/11 23:00
wrfout_d02_2011-06-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/29/11 00:00,6/29/11 23:00
wrfout_d02_2011-06-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,6/30/11 00:00,6/30/11 23:00
wrfout_d02_2011-07-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/1/11 00:00,7/1/11 23:00
wrfout_d02_2011-07-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/2/11 00:00,7/2/11 23:00
wrfout_d02_2011-07-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/3/11 00:00,7/3/11 23:00
wrfout_d02_2011-07-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/4/11 00:00,7/4/11 23:00
wrfout_d02_2011-07-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/5/11 00:00,7/5/11 23:00
wrfout_d02_2011-07-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/6/11 00:00,7/6/11 23:00
wrfout_d02_2011-07-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/7/11 00:00,7/7/11 23:00
wrfout_d02_2011-07-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/8/11 00:00,7/8/11 23:00
wrfout_d02_2011-07-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/9/11 00:00,7/9/11 23:00
wrfout_d02_2011-07-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/10/11 00:00,7/10/11 23:00
wrfout_d02_2011-07-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/11/11 00:00,7/11/11 23:00
wrfout_d02_2011-07-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/12/11 00:00,7/12/11 23:00
wrfout_d02_2011-07-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/13/11 00:00,7/13/11 23:00
wrfout_d02_2011-07-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/14/11 00:00,7/14/11 23:00
wrfout_d02_2011-07-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/15/11 00:00,7/15/11 23:00
wrfout_d02_2011-07-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/16/11 00:00,7/16/11 23:00
wrfout_d02_2011-07-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/17/11 00:00,7/17/11 23:00
wrfout_d02_2011-07-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/18/11 00:00,7/18/11 23:00
wrfout_d02_2011-07-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/19/11 00:00,7/19/11 23:00
wrfout_d02_2011-07-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/20/11 00:00,7/20/11 23:00
wrfout_d02_2011-07-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/21/11 00:00,7/21/11 23:00
wrfout_d02_2011-07-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/22/11 00:00,7/22/11 23:00
wrfout_d02_2011-07-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/23/11 00:00,7/23/11 23:00
wrfout_d02_2011-07-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/24/11 00:00,7/24/11 23:00
wrfout_d02_2011-07-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/25/11 00:00,7/25/11 23:00
wrfout_d02_2011-07-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/26/11 00:00,7/26/11 23:00
wrfout_d02_2011-07-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/27/11 00:00,7/27/11 23:00
wrfout_d02_2011-07-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/28/11 00:00,7/28/11 23:00
wrfout_d02_2011-07-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/29/11 00:00,7/29/11 23:00
wrfout_d02_2011-07-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/30/11 00:00,7/30/11 23:00
wrfout_d02_2011-07-31_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,7/31/11 00:00,7/31/11 23:00
wrfout_d02_2011-08-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/1/11 00:00,8/1/11 23:00
wrfout_d02_2011-08-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/2/11 00:00,8/2/11 23:00
wrfout_d02_2011-08-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/3/11 00:00,8/3/11 23:00
wrfout_d02_2011-08-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/4/11 00:00,8/4/11 23:00
wrfout_d02_2011-08-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/5/11 00:00,8/5/11 23:00
wrfout_d02_2011-08-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/6/11 00:00,8/6/11 23:00
wrfout_d02_2011-08-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/7/11 00:00,8/7/11 23:00
wrfout_d02_2011-08-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/8/11 00:00,8/8/11 23:00
wrfout_d02_2011-08-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/9/11 00:00,8/9/11 23:00
wrfout_d02_2011-08-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/10/11 00:00,8/10/11 23:00
wrfout_d02_2011-08-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/11/11 00:00,8/11/11 23:00
wrfout_d02_2011-08-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/12/11 00:00,8/12/11 23:00
wrfout_d02_2011-08-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/13/11 00:00,8/13/11 23:00
wrfout_d02_2011-08-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/14/11 00:00,8/14/11 23:00
wrfout_d02_2011-08-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/15/11 00:00,8/15/11 23:00
wrfout_d02_2011-08-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/16/11 00:00,8/16/11 23:00
wrfout_d02_2011-08-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/17/11 00:00,8/17/11 23:00
wrfout_d02_2011-08-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/18/11 00:00,8/18/11 23:00
wrfout_d02_2011-08-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/19/11 00:00,8/19/11 23:00
wrfout_d02_2011-08-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/20/11 00:00,8/20/11 23:00
wrfout_d02_2011-08-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/21/11 00:00,8/21/11 23:00
wrfout_d02_2011-08-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/22/11 00:00,8/22/11 23:00
wrfout_d02_2011-08-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/23/11 00:00,8/23/11 23:00
wrfout_d02_2011-08-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/24/11 00:00,8/24/11 23:00
wrfout_d02_2011-08-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/25/11 00:00,8/25/11 23:00
wrfout_d02_2011-08-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/26/11 00:00,8/26/11 23:00
wrfout_d02_2011-08-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/27/11 00:00,8/27/11 23:00
wrfout_d02_2011-08-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/28/11 00:00,8/28/11 23:00
wrfout_d02_2011-08-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/29/11 00:00,8/29/11 23:00
wrfout_d02_2011-08-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/30/11 00:00,8/30/11 23:00
wrfout_d02_2011-08-31_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,8/31/11 00:00,8/31/11 23:00
wrfout_d02_2011-09-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/1/11 00:00,9/1/11 23:00
wrfout_d02_2011-09-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/2/11 00:00,9/2/11 23:00
wrfout_d02_2011-09-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/3/11 00:00,9/3/11 23:00
wrfout_d02_2011-09-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/4/11 00:00,9/4/11 23:00
wrfout_d02_2011-09-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/5/11 00:00,9/5/11 23:00
wrfout_d02_2011-09-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/6/11 00:00,9/6/11 23:00
wrfout_d02_2011-09-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/7/11 00:00,9/7/11 23:00
wrfout_d02_2011-09-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/8/11 00:00,9/8/11 23:00
wrfout_d02_2011-09-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/9/11 00:00,9/9/11 23:00
wrfout_d02_2011-09-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/10/11 00:00,9/10/11 23:00
wrfout_d02_2011-09-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/11/11 00:00,9/11/11 23:00
wrfout_d02_2011-09-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/12/11 00:00,9/12/11 23:00
wrfout_d02_2011-09-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/13/11 00:00,9/13/11 23:00
wrfout_d02_2011-09-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/14/11 00:00,9/14/11 23:00
wrfout_d02_2011-09-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/15/11 00:00,9/15/11 23:00
wrfout_d02_2011-09-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/16/11 00:00,9/16/11 23:00
wrfout_d02_2011-09-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/17/11 00:00,9/17/11 23:00
wrfout_d02_2011-09-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/18/11 00:00,9/18/11 23:00
wrfout_d02_2011-09-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/19/11 00:00,9/19/11 23:00
wrfout_d02_2011-09-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/20/11 00:00,9/20/11 23:00
wrfout_d02_2011-09-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/21/11 00:00,9/21/11 23:00
wrfout_d02_2011-09-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/22/11 00:00,9/22/11 23:00
wrfout_d02_2011-09-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/23/11 00:00,9/23/11 23:00
wrfout_d02_2011-09-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/24/11 00:00,9/24/11 23:00
wrfout_d02_2011-09-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/25/11 00:00,9/25/11 23:00
wrfout_d02_2011-09-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/26/11 00:00,9/26/11 23:00
wrfout_d02_2011-09-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/27/11 00:00,9/27/11 23:00
wrfout_d02_2011-09-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/28/11 00:00,9/28/11 23:00
wrfout_d02_2011-09-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/29/11 00:00,9/29/11 23:00
wrfout_d02_2011-09-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,9/30/11 00:00,9/30/11 23:00
wrfout_d02_2011-10-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/1/11 00:00,10/1/11 23:00
wrfout_d02_2011-10-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/2/11 00:00,10/2/11 23:00
wrfout_d02_2011-10-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/3/11 00:00,10/3/11 23:00
wrfout_d02_2011-10-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/4/11 00:00,10/4/11 23:00
wrfout_d02_2011-10-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/5/11 00:00,10/5/11 23:00
wrfout_d02_2011-10-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/6/11 00:00,10/6/11 23:00
wrfout_d02_2011-10-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/7/11 00:00,10/7/11 23:00
wrfout_d02_2011-10-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/8/11 00:00,10/8/11 23:00
wrfout_d02_2011-10-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/9/11 00:00,10/9/11 23:00
wrfout_d02_2011-10-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/10/11 00:00,10/10/11 23:00
wrfout_d02_2011-10-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/11/11 00:00,10/11/11 23:00
wrfout_d02_2011-10-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/12/11 00:00,10/12/11 23:00
wrfout_d02_2011-10-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/13/11 00:00,10/13/11 23:00
wrfout_d02_2011-10-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/14/11 00:00,10/14/11 23:00
wrfout_d02_2011-10-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/15/11 00:00,10/15/11 23:00
wrfout_d02_2011-10-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/16/11 00:00,10/16/11 23:00
wrfout_d02_2011-10-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/17/11 00:00,10/17/11 23:00
wrfout_d02_2011-10-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/18/11 00:00,10/18/11 23:00
wrfout_d02_2011-10-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/19/11 00:00,10/19/11 23:00
wrfout_d02_2011-10-20_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/20/11 00:00,10/20/11 23:00
wrfout_d02_2011-10-21_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/21/11 00:00,10/21/11 23:00
wrfout_d02_2011-10-22_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/22/11 00:00,10/22/11 23:00
wrfout_d02_2011-10-23_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/23/11 00:00,10/23/11 23:00
wrfout_d02_2011-10-24_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/24/11 00:00,10/24/11 23:00
wrfout_d02_2011-10-25_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/25/11 00:00,10/25/11 23:00
wrfout_d02_2011-10-26_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/26/11 00:00,10/26/11 23:00
wrfout_d02_2011-10-27_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/27/11 00:00,10/27/11 23:00
wrfout_d02_2011-10-28_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/28/11 00:00,10/28/11 23:00
wrfout_d02_2011-10-29_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/29/11 00:00,10/29/11 23:00
wrfout_d02_2011-10-30_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/30/11 00:00,10/30/11 23:00
wrfout_d02_2011-10-31_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,10/31/11 00:00,10/31/11 23:00
wrfout_d02_2011-11-01_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/1/11 00:00,11/1/11 23:00
wrfout_d02_2011-11-02_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/2/11 00:00,11/2/11 23:00
wrfout_d02_2011-11-03_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/3/11 00:00,11/3/11 23:00
wrfout_d02_2011-11-04_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/4/11 00:00,11/4/11 23:00
wrfout_d02_2011-11-05_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/5/11 00:00,11/5/11 23:00
wrfout_d02_2011-11-06_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/6/11 00:00,11/6/11 23:00
wrfout_d02_2011-11-07_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/7/11 00:00,11/7/11 23:00
wrfout_d02_2011-11-08_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/8/11 00:00,11/8/11 23:00
wrfout_d02_2011-11-09_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/9/11 00:00,11/9/11 23:00
wrfout_d02_2011-11-10_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/10/11 00:00,11/10/11 23:00
wrfout_d02_2011-11-11_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/11/11 00:00,11/11/11 23:00
wrfout_d02_2011-11-12_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/12/11 00:00,11/12/11 23:00
wrfout_d02_2011-11-13_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/13/11 00:00,11/13/11 23:00
wrfout_d02_2011-11-14_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/14/11 00:00,11/14/11 23:00
wrfout_d02_2011-11-15_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/15/11 00:00,11/15/11 23:00
wrfout_d02_2011-11-16_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/16/11 00:00,11/16/11 23:00
wrfout_d02_2011-11-17_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/17/11 00:00,11/17/11 23:00
wrfout_d02_2011-11-18_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/18/11 00:00,11/18/11 23:00
wrfout_d02_2011-11-19_00:00:00,12/20/10 00:00,12/20/10 00:00,12/20/10 00:00,11/19/11 00:00,11/19/11 23:00
